Entity	Code	Year	"GDP per capita, PPP (constant 2017 international $)"	Population (historical estimates)
Denmark	DNK	2011	51293.207	5576016
Finland	FIN	2020	47443.902	5529468
Finland	FIN	2019	48583.434	5521539
Finland	FIN	2018	48048.523	5515465
Denmark	DNK	2019	56813.965	5795879
Denmark	DNK	2021	57962.652	5854246
Finland	FIN	2017	47570.133	5508146
Denmark	DNK	2020	55518.598	5825638
Denmark	DNK	2018	56178.773	5766689
Norway	NOR	2017	64050.758	5277396
Switzerland	CHE	2014	67824.086	8187792
Finland	FIN	2011	46825.824	5388173
Switzerland	CHE	2020	68670.24	8638609
Iceland	ISL	2014	50450.742	327650
Switzerland	CHE	2019	70857.086	8575593
Iceland	ISL	2021	53586.156	370338
Denmark	DNK	2017	55356.68	5737286
Iceland	ISL	2020	52174.574	366682
Norway	NOR	2018	64341.258	5312321
Norway	NOR	2016	63104.082	5236591
Denmark	DNK	2014	52048.336	5650654
Denmark	DNK	2015	52892.645	5677795
Norway	NOR	2011	61157.13	4953565
Denmark	DNK	2016	54185.008	5706856
Norway	NOR	2014	62390.13	5137926
Netherlands	NLD	2011	52594.23	16701470
Switzerland	CHE	2021	71032.84	8691409
Switzerland	CHE	2015	68159.22	8281735
Iceland	ISL	2019	56923.17	360787
Iceland	ISL	2016	54665.766	335677
Iceland	ISL	2015	52142.934	331068
Canada	CAN	2011	45822.598	34323536
Switzerland	CHE	2011	66587.85	7910988
Norway	NOR	2015	62987.516	5190357
Iceland	ISL	2017	55638.492	343641
Switzerland	CHE	2016	68813.64	8372902
Iceland	ISL	2018	56816.363	352951
Norway	NOR	2019	64385.008	5348285
Netherlands	NLD	2018	56060.914	17286042
Switzerland	CHE	2017	69103.57	8451688
Switzerland	CHE	2018	70558.56	8514431
Finland	FIN	2016	46206.79	5495217
Netherlands	NLD	2020	54275.004	17434562
Netherlands	NLD	2019	56784.04	17363260
Netherlands	NLD	2017	55088.633	17207204
Canada	CAN	2014	47564.61	35404616
Netherlands	NLD	2021	56617.35	17501696
Finland	FIN	2015	45072.59	5479457
Finland	FIN	2014	44976.777	5461436
Canada	CAN	2015	47522.14	35732120
Luxembourg	LUX	2021	115683.49	639330
Norway	NOR	2020	63548	5379836
Sweden	SWE	2021	53613.42	10467095
Sweden	SWE	2011	48947.438	9467384
Netherlands	NLD	2014	52186.996	16954080
Netherlands	NLD	2016	53847.83	17124512
New Zealand	NZL	2011	38137.492	4381274
Norway	NOR	2021	65662.17	5403021
Sweden	SWE	2014	49258.996	9747507
Israel	ISR	2021	42061.242	8900057
Sweden	SWE	2020	51331.28	10368968
Sweden	SWE	2019	52850.57	10267922
Australia	AUS	2011	45405.367	22357032
Sweden	SWE	2018	52349.293	10162300
Netherlands	NLD	2015	52974.117	17041110
New Zealand	NZL	2015	41020.312	4590591
Canada	CAN	2017	48317.176	36554344
Luxembourg	LUX	2020	111751.31	630401
New Zealand	NZL	2017	42218.54	4746253
Canada	CAN	2016	47457.586	36113532
Sweden	SWE	2017	51947.953	10058191
New Zealand	NZL	2016	41620.348	4668088
Australia	AUS	2015	47567.68	23820240
New Zealand	NZL	2018	42862.07	4838528
New Zealand	NZL	2019	43110.37	4959033
Austria	AUT	2019	55806.438	8879939
Sweden	SWE	2015	50928.965	9849344
New Zealand	NZL	2014	40353.105	4514198
Ireland	IRL	2011	53712.285	4544504
Australia	AUS	2016	48109.203	24195706
Australia	AUS	2014	47240.273	23469578
Sweden	SWE	2016	51334.434	9953322
Canada	CAN	2018	48962.48	37035260
Israel	ISR	2014	37144.48	7863849
Australia	AUS	2017	48400.246	24590336
United States	USA	2011	54960.906	313876608
Austria	AUT	2020	51988.414	8907780
Israel	ISR	2015	37321.016	8007777
Costa Rica	CRI	2011	17186.45	4679927
Austria	AUT	2018	55217.285	8840518
Luxembourg	LUX	2019	114542.5	619981
Canada	CAN	2019	49171.51	37522584
Australia	AUS	2018	49052.816	24979228
Austria	AUT	2011	53179.15	8391201
Costa Rica	CRI	2014	18480.652	4844293
Australia	AUS	2019	49379.094	25357168
Israel	ISR	2016	38251.297	8159015
Austria	AUT	2014	52932.9	8546066
Israel	ISR	2011	35301.82	7459750
Israel	ISR	2017	39121.297	8309256
Mexico	MEX	2014	19141.92	118755888
Australia	AUS	2020	48747.85	25670052
Costa Rica	CRI	2018	20503.277	5040738
United Kingdom	GBR	2019	47362.266	66778660
Austria	AUT	2021	54121.145	8922086
Australia	AUS	2021	49774.34	25921094
Israel	ISR	2020	39351.895	8757487
Germany	DEU	2020	51840.33	83328992
Austria	AUT	2017	54172.99	8797497
Israel	ISR	2018	39936.77	8456487
Israel	ISR	2019	40810.055	8607922
Costa Rica	CRI	2019	20818.062	5084527
Austria	AUT	2015	52873.86	8642422
United States	USA	2014	57308.32	322033952
United States	USA	2015	58427.55	324607776
Canada	CAN	2020	46064.254	37888704
Ireland	IRL	2019	86681.27	4896021
Luxembourg	LUX	2018	114164.47	607920
Costa Rica	CRI	2015	18956.191	4895241
Ireland	IRL	2020	91099.75	4946123
Costa Rica	CRI	2016	19553.6	4945205
Germany	DEU	2019	53874.316	83148144
Costa Rica	CRI	2017	20168.22	4993849
Costa Rica	CRI	2020	19824.348	5123107
United Kingdom	GBR	2020	41984.105	67059472
United Kingdom	GBR	2018	46878.137	66432996
Luxembourg	LUX	2011	112998.39	518207
Ireland	IRL	2021	102496.22	4986525
Puerto Rico	PRI	2015	34311.04	3497335
Germany	DEU	2021	53179.656	83408560
Canada	CAN	2021	47892.945	38155012
Ireland	IRL	2018	83340.39	4834506
Austria	AUT	2016	53345.742	8736491
Germany	DEU	2015	51159.297	82073232
United States	USA	2016	58972.902	327210208
Germany	DEU	2018	53431.395	82896696
Brazil	BRA	2014	15695.644	203459648
United Arab Emirates	ARE	2011	57815.17	8575210
Ireland	IRL	2017	77749.2	4771860
Ireland	IRL	2016	72106.8	4715791
United States	USA	2021	63669.71	336997632
Czechia	CZE	2020	38639.98	10530951
Germany	DEU	2017	53071.457	82624368
Brazil	BRA	2015	15011.577	205188208
United States	USA	2020	60167.855	335942016
Germany	DEU	2016	51879.67	82331432
Luxembourg	LUX	2014	113313.58	556075
United States	USA	2019	62478.254	334319680
United Kingdom	GBR	2011	42389.145	63286360
Venezuela	VEN	2011		29096158
Czechia	CZE	2021	40740.992	10510748
Czechia	CZE	2019	40989.727	10536876
Luxembourg	LUX	2017	114985.84	596290
Ireland	IRL	2015	71490.805	4665764
United Arab Emirates	ARE	2014	64334.09	8835957
United States	USA	2018	61355.65	332140032
Iceland	ISL	2011	48186.168	319308
United States	USA	2017	59914.777	329791232
Luxembourg	LUX	2015	113182.73	569415
United Kingdom	GBR	2014	44247.03	64773504
Luxembourg	LUX	2016	116283.7	583355
Panama	PAN	2011	23461.873	3688679
Oman	OMN	2014	35032.258	4009272
United Kingdom	GBR	2017	46372.387	66064808
Venezuela	VEN	2014		30193260
Belgium	BEL	2021	51739.54	11611416
Singapore	SGP	2014	87616.64	5570505
United Arab Emirates	ARE	2019	71782.16	9211660
Panama	PAN	2014	27440.566	3888795
Mexico	MEX	2015	19542.89	120149896
Malta	MLT	2019	45433.918	503646
Spain	ESP	2011	36863.492	46729232
Germany	DEU	2014	50845.527	81858824
France	FRA	2011	42862.414	62775272
Mexico	MEX	2011	18432.37	114150480
Singapore	SGP	2015	89160.73	5650020
Malta	MLT	2018	44615.605	491590
United Kingdom	GBR	2015	44948.336	65224368
United Kingdom	GBR	2016	45574.848	65655204
Czechia	CZE	2017	38824.887	10531315
Chile	CHL	2015	24464.746	17870122
Panama	PAN	2015	28512.926	3957102
Brazil	BRA	2011	15271.47	198185296
France	FRA	2020	42233.14	64480052
France	FRA	2021	44993.125	64531448
Chile	CHL	2014	24197.184	17687108
France	FRA	2019	45922.793	64399760
Chile	CHL	2016	24599.375	18083880
Argentina	ARG	2015	23933.887	43257064
Bahrain	BHR	2021	49387.418	1463266
Bahrain	BHR	2020	47847.84	1477478
Brazil	BRA	2016	14402.494	206859584
Slovenia	SVN	2021	40036.484	2119408
Malta	MLT	2017	43516.55	479507
Qatar	QAT	2014	106141.33	2214471
Czechia	CZE	2016	37014.96	10527584
Malta	MLT	2020	40740.97	515364
Argentina	ARG	2016	23189.527	43668236
Czechia	CZE	2015	36168.418	10523801
Mexico	MEX	2018	20278.217	124013864
Puerto Rico	PRI	2011	33224.574	3691615
France	FRA	2018	45245.96	64277812
Costa Rica	CRI	2021	21199.281	5153959
Italy	ITA	2011	42892.305	60025952
Mexico	MEX	2016	19830.963	121519224
United Arab Emirates	ARE	2021	69733.8	9365149
France	FRA	2014	43021.395	63588496
Kuwait	KWT	2011	61356.938	3143827
Argentina	ARG	2014	23550.1	42824064
United Arab Emirates	ARE	2015	68076.63	8916909
Germany	DEU	2011	49757.926	81423384
Singapore	SGP	2016	91146.09	5711936
Qatar	QAT	2011	111879.75	1804175
Turkmenistan	TKM	2011	9379.144	5360813
United Arab Emirates	ARE	2020	67668.29	9287286
Singapore	SGP	2011	81258.086	5281351
Uruguay	URY	2015	22486.428	3402820
Malta	MLT	2016	40319.73	467717
Czechia	CZE	2014	34386.703	10517178
Spain	ESP	2020	35967.89	47363808
France	FRA	2017	44577.066	64144092
Mexico	MEX	2017	20032.408	122839256
Malta	MLT	2015	39903.938	456585
Uruguay	URY	2014	22477.06	3391660
Italy	ITA	2020	39065.28	59500576
Colombia	COL	2015	14215.688	47119728
Singapore	SGP	2021	106032.23	5941063
France	FRA	2015	43345.785	63809768
Colombia	COL	2014	13938.231	46677944
Romania	ROU	2021	30776.93	19328558
Spain	ESP	2021	37913.074	47486932
Chile	CHL	2017	24546.912	18368582
Uruguay	URY	2021	22800.69	3426265
Italy	ITA	2021	41929.43	59240336
Mexico	MEX	2019	20064.5	125085312
Slovenia	SVN	2020	37098.12	2117648
Kosovo	OWID_KOS	2021	11884.18	1662022
Uruguay	URY	2016	22793.07	3413768
Panama	PAN	2016	29410.635	4026338
Belize	BLZ	2011	8776.863	329546
Malta	MLT	2021	44658.72	526751
Lithuania	LTU	2021	39305.613	2786652
Chile	CHL	2018	25071.99	18701452
France	FRA	2016	43705.15	63989320
Uruguay	URY	2019	23256.598	3428412
Guatemala	GTM	2018	8469.115	16850176
Guatemala	GTM	2020	8390.223	17362716
Uruguay	URY	2020	21828.64	3429087
Panama	PAN	2017	30526.379	4096071
Brazil	BRA	2017	14477.861	208504960
Cyprus	CYP	2011	37593.93	1145090
Saudi Arabia	SAU	2019	44954.992	35827364
Spain	ESP	2016	38476.79	46473320
Spain	ESP	2019	40760.31	47131372
Guatemala	GTM	2019	8671.703	17106338
Slovakia	SVK	2021	31866.025	5447621
Argentina	ARG	2017	23597.117	44054616
Italy	ITA	2019	42739.05	59727936
Guatemala	GTM	2017	8322.217	16578718
Uruguay	URY	2017	23106.998	3422205
Singapore	SGP	2019	98283.31	5866408
Singapore	SGP	2020	94505.63	5909874
Brazil	BRA	2019	14685.128	211782880
Qatar	QAT	2016	97783.12	2595175
Qatar	QAT	2015	101971.99	2414580
Saudi Arabia	SAU	2018	45840.84	35018132
Qatar	QAT	2018	91461.62	2766743
Qatar	QAT	2017	92177.59	2711764
Kosovo	OWID_KOS	2020	10706.514	1670702
Slovenia	SVN	2019	39034.234	2112905
Spain	ESP	2015	37373.95	46431344
Czechia	CZE	2011	34002.19	10496379
Colombia	COL	2016	14358.168	47625960
Algeria	DZA	2015	11751.634	39543148
Spain	ESP	2018	40255.254	46792044
El Salvador	SLV	2019	9021.426	6280222
Singapore	SGP	2017	95310.336	5764489
Estonia	EST	2021	38717.695	1328704
Slovakia	SVK	2020	30867.973	5456681
Brazil	BRA	2020	14021.958	213196304
Spain	ESP	2014	35964.46	46464548
Kosovo	OWID_KOS	2019	11318.462	1686856
Malaysia	MYS	2017	25935.143	31975812
Panama	PAN	2018	31125.625	4165258
Mexico	MEX	2020	18327.99	125998296
Spain	ESP	2017	39528.926	46584168
Jamaica	JAM	2020	9198.148	2820438
Panama	PAN	2021	29037.945	4351264
Panama	PAN	2019	31543.605	4232538
Malta	MLT	2014	37285.24	446449
Brazil	BRA	2018	14619.591	210166592
Uruguay	URY	2018	23184.625	3427044
Slovakia	SVK	2019	31973.46	5453932
Guatemala	GTM	2011	7503.675	14833458
Suriname	SUR	2015	18768.795	575478
Suriname	SUR	2014	19629.223	569687
Trinidad and Tobago	TTO	2011	27062.385	1420021
Guatemala	GTM	2021	8926.7	17608484
Singapore	SGP	2018	98336.95	5814543
Colombia	COL	2017	14334.915	48351668
Uzbekistan	UZB	2019	7348.147	32976946
Lithuania	LTU	2020	37166.41	2820269
El Salvador	SLV	2018	8812.201	6276340
Argentina	ARG	2011	24647.629	41520736
Chile	CHL	2019	24816.611	19039484
Bahrain	BHR	2019	49768.977	1494195
Cyprus	CYP	2020	39471.582	1237540
Italy	ITA	2018	42045.92	59877432
Cyprus	CYP	2021	41701.703	1244193
Bahrain	BHR	2015	48453.727	1362157
Lithuania	LTU	2019	37184.453	2849083
Jamaica	JAM	2011	9823.773	2746169
Colombia	COL	2011	12578.016	45308896
Bahrain	BHR	2018	48937.66	1487346
Slovakia	SVK	2018	31229.863	5446746
Trinidad and Tobago	TTO	2019	25306.617	1519960
Trinidad and Tobago	TTO	2018	25534.84	1504707
Trinidad and Tobago	TTO	2017	26213.924	1478616
Estonia	EST	2020	35883.266	1329449
Poland	POL	2019	33159.75	38493600
Poland	POL	2018	31739.258	38521464
Latvia	LVA	2021	32081.455	1873926
Panama	PAN	2020	25510.273	4294391
Uzbekistan	UZB	2020	7344.22	33526662
Serbia	SRB	2021	19831.297	7296771
Uzbekistan	UZB	2018	7082.9253	32449578
Slovakia	SVK	2017	30061.55	5439418
Chile	CHL	2020	23017.69	19300318
Chile	CHL	2021	25449.13	19493184
Trinidad and Tobago	TTO	2016	27682.445	1469334
Trinidad and Tobago	TTO	2015	29876.98	1460180
Trinidad and Tobago	TTO	2014	30301.936	1450663
El Salvador	SLV	2017	8617.922	6266661
Poland	POL	2020	32546.826	38428368
Nicaragua	NIC	2021	5638.748	6850546
Colombia	COL	2019	14616.135	50187404
Cyprus	CYP	2019	41746.918	1228840
Kazakhstan	KAZ	2020	25361.508	18979250
Lithuania	LTU	2018	35446.707	2876128
Nicaragua	NIC	2017	5915.3755	6480534
Romania	ROU	2020	29062.473	19442040
Nicaragua	NIC	2019	5348.9873	6663919
Greece	GRC	2011	30318.404	11004730
El Salvador	SLV	2014	8100.975	6209528
Chile	CHL	2011	22323.723	17173568
Mexico	MEX	2021	19086.105	126705136
Croatia	HRV	2021	31635.824	4060139
Colombia	COL	2018	14426.435	49276968
Romania	ROU	2019	30006.336	19524212
Guatemala	GTM	2014	7939.3745	15713744
Poland	POL	2017	29958.121	38532816
Poland	POL	2021	34915.523	38307724
El Salvador	SLV	2021	9086.047	6314165
Slovenia	SVN	2018	37995.715	2105931
Kuwait	KWT	2020	43922.63	4360451
Bahrain	BHR	2017	48929.445	1456844
Nicaragua	NIC	2018	5636.6396	6572234
Kuwait	KWT	2019	47314.797	4441105
Mauritius	MUS	2019	23681.58	1296284
Kosovo	OWID_KOS	2018	10755.168	1709966
Slovakia	SVK	2016	29248.885	5431205
Uzbekistan	UZB	2017	6840.71	31945680
Bahrain	BHR	2016	48486.305	1409668
Argentina	ARG	2018	22747.242	44413592
Hungary	HUN	2021	33593.152	9709784
Malaysia	MYS	2016	24859.799	31526414
Venezuela	VEN	2015		30529722
Kuwait	KWT	2017	50007.3	4124904
Slovakia	SVK	2015	28728.156	5424449
Serbia	SRB	2020	18265.967	7358010
Mauritius	MUS	2021	20967.947	1298922
Nicaragua	NIC	2016	5734.355	6389237
Romania	ROU	2018	28741.227	19606778
El Salvador	SLV	2015	8266.723	6231072
Uzbekistan	UZB	2021	7734.8325	34081452
El Salvador	SLV	2020	8267.251	6292734
Japan	JPN	2011	38149.617	128007256
Mauritius	MUS	2020	20224.223	1297830
Cyprus	CYP	2018	40099.836	1218834
Japan	JPN	2021	40784.383	124612528
Latvia	LVA	2020	30568.502	1897057
Ecuador	ECU	2018	11608.419	17015672
Honduras	HND	2021	5572.177	10278346
Estonia	EST	2019	36153.434	1327039
Kuwait	KWT	2018	48943.008	4317190
Portugal	PRT	2021	33674.527	10290109
Colombia	COL	2020	13387.701	50930656
Ecuador	ECU	2016	11587.825	16439588
Philippines	PHL	2019	8731.861	110380800
Malaysia	MYS	2015	24151.26	31068834
El Salvador	SLV	2016	8450.251	6250513
Hungary	HUN	2019	32649.143	9771799
Italy	ITA	2017	41581.12	60004024
Slovakia	SVK	2014	27342.627	5419572
Guyana	GUY	2011	10394.143	744235
Nicaragua	NIC	2015	5563.004	6298610
Hungary	HUN	2020	31231.596	9750571
Japan	JPN	2014	39739.543	127476728
Uzbekistan	UZB	2015	6401.115	30949416
South Korea	KOR	2014	37967.477	50558044
Italy	ITA	2015	40247.83	60232908
Ecuador	ECU	2015	11908.216	16195904
Ecuador	ECU	2014	12073.811	15957995
Argentina	ARG	2019	22071.748	44745516
Ecuador	ECU	2017	11679.431	16696947
Poland	POL	2016	28497.104	38532108
Uzbekistan	UZB	2016	6663.9497	31453576
Argentina	ARG	2021	21527.195	45276788
Italy	ITA	2016	40837.74	60118628
Russia	RUS	2016	25490.709	145109152
Bahrain	BHR	2014	49117.99	1311142
Malta	MLT	2011	32930.297	423577
Belize	BLZ	2016	9208.114	367327
Belize	BLZ	2015	9387.914	359884
El Salvador	SLV	2011	7665.948	6137354
Belize	BLZ	2017	8873.754	374702
Honduras	HND	2019	5613.6606	9958832
Lithuania	LTU	2017	33761.87	2904452
Latvia	LVA	2019	31038.68	1916552
Greece	GRC	2021	29548.04	10445368
Italy	ITA	2014	39898.527	60322792
Slovenia	SVN	2017	36507.555	2098396
Romania	ROU	2017	26948.158	19698852
Japan	JPN	2020	39935.465	125244760
Latvia	LVA	2018	30051.402	1935632
South Korea	KOR	2021	44232.207	51830136
Latvia	LVA	2017	28673.562	1954861
Argentina	ARG	2020	19685.217	45036032
Portugal	PRT	2020	32011.324	10298186
Ecuador	ECU	2019	11390.217	17343742
Slovenia	SVN	2011	33568.066	2065457
Japan	JPN	2015	40402.582	127250936
Japan	JPN	2016	40727.97	126993856
Honduras	HND	2020	5028.145	10121762
Kazakhstan	KAZ	2015	24290.418	17835908
Japan	JPN	2017	41444.215	126662464
Portugal	PRT	2019	34945.66	10289921
Lithuania	LTU	2016	31925.803	2933676
Uruguay	URY	2011	20275.441	3361631
Moldova	MDA	2015	10355.539	3277390
South Korea	KOR	2018	41965.89	51676900
Estonia	EST	2018	34979.867	1322146
Mauritius	MUS	2017	22148.625	1294743
Jamaica	JAM	2019	10244.366	2813776
Jamaica	JAM	2018	10160.764	2811842
Jamaica	JAM	2017	9984.577	2808388
Moldova	MDA	2014	10311.288	3338338
Mauritius	MUS	2018	23023.5	1295386
Japan	JPN	2018	41739.203	126255872
Croatia	HRV	2020	26950.719	4096872
Paraguay	PRY	2014	12616.414	6090727
South Korea	KOR	2017	40957.418	51511640
South Korea	KOR	2019	42758.59	51803832
Algeria	DZA	2016	11888.323	40339328
Japan	JPN	2019	41697.41	125791680
Honduras	HND	2018	5561.2627	9792854
Russia	RUS	2015	25488.096	144668384
Kazakhstan	KAZ	2014	24355.756	17592296
Latvia	LVA	2016	27509.336	1973477
Jamaica	JAM	2021	9596.564	2827701
Slovenia	SVN	2014	33093.75	2074923
South Korea	KOR	2020	42396.76	51844688
Peru	PER	2020	11176.919	33304768
Moldova	MDA	2016	10938.585	3225125
South Korea	KOR	2016	39814.66	51309984
Poland	POL	2015	27667.69	38553148
South Korea	KOR	2015	38828.742	50994396
Lithuania	LTU	2014	29855.832	2994928
Nicaragua	NIC	2014	5385.4985	6208680
Romania	ROU	2016	24763.135	19797820
Peru	PER	2014	11773.944	30353956
Malaysia	MYS	2011	20900.322	29184140
Bolivia	BOL	2016	8034.173	11263016
Bolivia	BOL	2015	7825.7666	11090090
Bosnia and Herzegovina	BIH	2020	14358.987	3318410
Belarus	BLR	2014	19119.346	9693741
Lithuania	LTU	2015	30748.197	2963764
Russia	RUS	2017	25926.443	145452544
Thailand	THA	2011	14199.279	68712848
Poland	POL	2011	24874.172	38620848
Belarus	BLR	2015	18362.746	9700609
Peru	PER	2019	12735.168	32824864
Poland	POL	2014	26488.201	38581880
Kazakhstan	KAZ	2017	24862.967	18314822
Colombia	COL	2021	14648.592	51516560
Bolivia	BOL	2018	8466.293	11606906
Serbia	SRB	2019	18310.08	7401056
Malaysia	MYS	2014	23328.344	30606454
Bosnia and Herzegovina	BIH	2021	15666.54	3270948
Slovenia	SVN	2015	33799.727	2080865
Moldova	MDA	2020	12201.778	3084848
Ecuador	ECU	2020	10356.975	17588596
Cyprus	CYP	2017	38421.97	1208527
Mongolia	MNG	2021	11668.431	3347782
Croatia	HRV	2014	24118.531	4283968
Hungary	HUN	2018	31122.502	9776361
Slovenia	SVN	2016	34853.043	2090020
Bolivia	BOL	2017	8244.934	11435535
Bolivia	BOL	2019	8528.749	11777318
Peru	PER	2015	12015.1875	30711864
Paraguay	PRY	2018	13848.499	6443337
Estonia	EST	2017	33821.934	1317550
Dominican Republic	DOM	2021	18626.078	11117873
Greece	GRC	2020	27103.541	10512232
Russia	RUS	2014	26057.156	144285072
Bolivia	BOL	2020	7679.933	11936169
Peru	PER	2016	12321.318	31132776
Malaysia	MYS	2021	26333.156	33573872
Jamaica	JAM	2014	9745.554	2784542
Jordan	JOR	2011	11885.238	7109980
Peru	PER	2018	12696.236	32203946
Pakistan	PAK	2019	5157.5464	223293280
Portugal	PRT	2018	34040.727	10289833
Paraguay	PRY	2019	13609.723	6530029
Dominican Republic	DOM	2019	18171.06	10881886
Cyprus	CYP	2014	33241.19	1176997
Paraguay	PRY	2017	13604.175	6355406
Mongolia	MNG	2020	11666.779	3294340
Bosnia and Herzegovina	BIH	2019	14634.738	3360718
Peru	PER	2017	12442.746	31605488
Kosovo	OWID_KOS	2017	10436.169	1731670
Turkmenistan	TKM	2015	12540.284	5766427
Slovakia	SVK	2011	26210.758	5402686
Pakistan	PAK	2018	5113.434	219731488
Paraguay	PRY	2020	13317.321	6618700
Mauritius	MUS	2015	20549.629	1293159
Russia	RUS	2018	26656.41	145652288
South Korea	KOR	2011	35388.977	49169880
Moldova	MDA	2017	11651.187	3180515
Philippines	PHL	2018	8365.732	108568832
Mauritius	MUS	2016	21328.688	1293909
Croatia	HRV	2011	24654.197	4351838
Cyprus	CYP	2016	36678.098	1197889
Hungary	HUN	2017	29501.121	9788940
Estonia	EST	2016	32008.934	1315928
Moldova	MDA	2019	13030.183	3109496
Algeria	DZA	2014	11561.26	38760168
Serbia	SRB	2018	17455.945	7433825
Bolivia	BOL	2021	8052.1772	12079474
Kazakhstan	KAZ	2011	21970.084	16864920
Kosovo	OWID_KOS	2014	8796.63	1777812
Lithuania	LTU	2011	25968.584	3099800
Montenegro	MNE	2020	18262.236	629058
Paraguay	PRY	2021	13687.655	6703802
Belarus	BLR	2016	17883.127	9708111
Bahrain	BHR	2011	46564.71	1212086
Belarus	BLR	2011	18274.021	9706983
Honduras	HND	2011	4874.8735	8622510
Latvia	LVA	2015	26628.355	1991951
Turkmenistan	TKM	2014	11989.653	5663159
Montenegro	MNE	2021	20602.5	627856
Montenegro	MNE	2019	21537.809	630403
Cyprus	CYP	2015	34573.973	1187286
Russia	RUS	2019	27254.574	145742288
Dominican Republic	DOM	2020	16768.426	10999668
Belarus	BLR	2019	19279.209	9673971
Paraguay	PRY	2015	12806.097	6177954
Ecuador	ECU	2021	10668.758	17797736
Moldova	MDA	2018	12367.764	3141839
Romania	ROU	2015	23937.46	19906078
Philippines	PHL	2017	8001.7563	106738496
Montenegro	MNE	2018	20690.285	631459
Estonia	EST	2015	31038.805	1314658
Greece	GRC	2019	29721.586	10574026
Hong Kong	HKG	2019	59588.52	7496121
Jamaica	JAM	2015	9800.507	2794455
Croatia	HRV	2019	29352.79	4129749
Honduras	HND	2017	5447.6987	9626845
Turkey	TUR	2016	25996.967	81019400
Paraguay	PRY	2016	13163.74	6266623
Croatia	HRV	2015	24931.486	4254821
Belarus	BLR	2017	18356.102	9707874
Turkey	TUR	2017	27582.832	82089824
Russia	RUS	2020	26583.797	145617328
Mauritius	MUS	2011	17988.684	1286239
Mauritius	MUS	2014	19844.488	1292112
Hong Kong	HKG	2020	55888.688	7500955
Hong Kong	HKG	2014	56358.043	7352180
Pakistan	PAK	2017	4891.7197	216379648
Hong Kong	HKG	2016	58098.395	7435925
Tajikistan	TJK	2020	3651.9421	9543211
Russia	RUS	2021	27960.102	145102752
Hong Kong	HKG	2015	57214.69	7399845
Mongolia	MNG	2019	12458.019	3232435
Croatia	HRV	2018	28225.002	4160488
Hong Kong	HKG	2018	61055.34	7481563
Hong Kong	HKG	2017	59842.215	7461508
Philippines	PHL	2016	7616.05	104875272
Estonia	EST	2014	30494.096	1314531
Dominican Republic	DOM	2018	17484.121	10765532
Vietnam	VNM	2011	6658.667	88349104
Ecuador	ECU	2011	10988.722	15237734
Hong Kong	HKG	2021	59978.15	7494580
Hong Kong	HKG	2011	53471.797	7175370
Kosovo	OWID_KOS	2011	8040.5938	1799340
Cuba	CUB	2011		11298713
Portugal	PRT	2017	33044.715	10307528
Kosovo	OWID_KOS	2015	9445.105	1759122
Armenia	ARM	2021	14193.117	2790971
Paraguay	PRY	2011	11613.169	5843938
Serbia	SRB	2017	16614.014	7464882
Serbia	SRB	2016	16185.742	7493288
Turkey	TUR	2015	25594.66	79646176
Bosnia and Herzegovina	BIH	2018	14066.845	3400132
Malaysia	MYS	2020	25830.973	33199988
Malaysia	MYS	2019	27674.402	32804024
Turkey	TUR	2018	28157.979	82809304
Bulgaria	BGR	2021	24398.13	6885864
Algeria	DZA	2011	11113.969	36543548
Greece	GRC	2017	28604.861	10692230
Montenegro	MNE	2017	19685.809	632445
China	CHN	2020	16296.779	1424929792
Malaysia	MYS	2018	26835.81	32399270
Jordan	JOR	2016	9633.101	9964659
Estonia	EST	2011	27990.137	1327435
Portugal	PRT	2011	31304.816	10564820
Hungary	HUN	2016	28217.354	9815106
Belarus	BLR	2018	18974.7	9695573
Myanmar	MMR	2011	3018.4617	49794528
Croatia	HRV	2017	27211.824	4192468
Jamaica	JAM	2016	9906.04	2802699
Moldova	MDA	2011	9050.126	3595135
Jordan	JOR	2015	9912.713	9494250
Dominican Republic	DOM	2017	16524.533	10647247
Algeria	DZA	2017	11809.483	41136548
Croatia	HRV	2016	25999.834	4223748
Azerbaijan	AZE	2015	14852.611	9863485
Greece	GRC	2018	29141.174	10633275
Mongolia	MNG	2018	12052.294	3163994
Russia	RUS	2011	24972.078	143364544
Armenia	ARM	2020	13357.697	2805610
Kosovo	OWID_KOS	2016	10031.044	1750724
North Macedonia	MKD	2018	16148.459	2113497
China	CHN	2016	13399.138	1401889664
Pakistan	PAK	2016	4746.718	213524848
Bulgaria	BGR	2020	22483.598	6979181
Peru	PER	2011	10539.982	29477722
Morocco	MAR	2017	7921.619	35528116
Venezuela	VEN	2016		30741464
China	CHN	2017	14243.532	1410275968
China	CHN	2015	12612.352	1393715456
Montenegro	MNE	2016	18801.268	633264
Morocco	MAR	2016	7632.1855	35107272
Azerbaijan	AZE	2016	14232.192	9976254
Turkey	TUR	2011	21716.266	74173856
Dominican Republic	DOM	2016	15967.202	10527589
Greece	GRC	2016	28239.92	10749742
Lebanon	LBN	2016	17248.19	6258628
Azerbaijan	AZE	2014	14867.943	9741879
Algeria	DZA	2018	11725.878	41927008
Morocco	MAR	2018	8072.0864	35927516
Azerbaijan	AZE	2018	14209.593	10152524
Azerbaijan	AZE	2017	14121.407	10071569
Lebanon	LBN	2017	17808.076	6109255
Albania	ALB	2021	14518.906	2854710
