Entity	Code	Year	"GDP per capita, PPP (constant 2017 international $)"
Kazakhstan	KAZ	2008	19770.217
Kazakhstan	KAZ	2009	19614.734
Kazakhstan	KAZ	2010	20751.258
Kazakhstan	KAZ	2012	22702.578
Kazakhstan	KAZ	2013	23720.816
Kenya	KEN	2004	3306.79
Kenya	KEN	2005	3399.404
Kenya	KEN	2006	3513.3484
Kenya	KEN	2007	3644.335
Kenya	KEN	2008	3545.5935
Kenya	KEN	2009	3555.9883
Kenya	KEN	2010	3735.793
Kenya	KEN	2012	3899.167
Kiribati	KIR	1991	2005.5131
Kiribati	KIR	1992	1989.6298
Kiribati	KIR	1993	1976.6847
Kiribati	KIR	1994	1981.4297
Kiribati	KIR	1995	1951.8351
Kiribati	KIR	1996	1952.5427
Kiribati	KIR	1997	1950.3318
Kiribati	KIR	1998	2041.9646
Kiribati	KIR	1999	1976.3684
Kiribati	KIR	2000	2063.556
Kiribati	KIR	2001	1994.9175
Kiribati	KIR	2008	1895.8898
Kiribati	KIR	2009	1874.5094
Kiribati	KIR	2010	1819.2013
Kiribati	KIR	2011	1819.6566
Kiribati	KIR	2012	1883.1735
Kosovo	OWID_KOS	2008	7032.452
Kosovo	OWID_KOS	2009	7327.439
Kosovo	OWID_KOS	2010	7627.8916
Kosovo	OWID_KOS	2012	8105.375
Kosovo	OWID_KOS	2013	8486.565
Kuwait	KWT	1996	60443.918
Kuwait	KWT	2001	56580.99
Kuwait	KWT	2002	56701.06
Kuwait	KWT	2003	64811.184
Kuwait	KWT	2004	69723.62
Kuwait	KWT	2005	74294.34
Kuwait	KWT	2006	75551.11
Kuwait	KWT	2007	75498.23
Kuwait	KWT	2008	73162.9
Kuwait	KWT	2009	64468.793
Kuwait	KWT	2010	59780.03
Kuwait	KWT	2012	60588.156
Latvia	LVA	1995	9599.146
Latvia	LVA	1996	9959.121
Latvia	LVA	1997	10947.781
Latvia	LVA	1998	11751.714
Latvia	LVA	1999	12174.304
Latvia	LVA	2000	12989.898
Latvia	LVA	2001	13990.844
Latvia	LVA	2002	15157.621
Latvia	LVA	2012	23970.453
Latvia	LVA	2013	24715.066
Latvia	LVA	1992	
Latvia	LVA	1993	
Latvia	LVA	1994	
Lebanon	LBN	2008	16522.334
Lebanon	LBN	2009	17979.258
Lebanon	LBN	2010	19239.564
Lebanon	LBN	2012	19202.547
Lebanon	LBN	2013	18180.367
Lesotho	LSO	1990	1265.919
Lesotho	LSO	1991	1331.5271
Lesotho	LSO	1992	1401.9321
Lesotho	LSO	1993	1430.3787
Lesotho	LSO	1994	1495.9482
Lesotho	LSO	2007	2152.6562
Lesotho	LSO	2008	2258.3767
Liberia	LBR	2007	1311.4453
Liberia	LBR	2008	1349.0282
Liberia	LBR	2009	1376.4531
Liberia	LBR	2010	1418.6758
Liberia	LBR	2012	1538.4072
Liechtenstein	LIE	1994	
Liechtenstein	LIE	1995	
Liechtenstein	LIE	1996	
Liechtenstein	LIE	1997	
Liechtenstein	LIE	1998	
Liechtenstein	LIE	1999	
Liechtenstein	LIE	2000	
Liechtenstein	LIE	2001	
Liechtenstein	LIE	2002	
Liechtenstein	LIE	2003	
Liechtenstein	LIE	2004	
Liechtenstein	LIE	2007	
Liechtenstein	LIE	2008	
Liechtenstein	LIE	2009	
Liechtenstein	LIE	2010	
Liechtenstein	LIE	2011	
Liechtenstein	LIE	2012	
Liechtenstein	LIE	2013	
Liechtenstein	LIE	2014	
Liechtenstein	LIE	2015	
Liechtenstein	LIE	2016	
Liechtenstein	LIE	2017	
Liechtenstein	LIE	2018	
Liechtenstein	LIE	2019	
Liechtenstein	LIE	2020	
Liechtenstein	LIE	2021	
Lithuania	LTU	1995	10640.36
Lithuania	LTU	1996	11274.64
Lithuania	LTU	1997	12302.102
Lithuania	LTU	1998	13317.908
Lithuania	LTU	1999	13259.617
Lithuania	LTU	2000	13846.684
Lithuania	LTU	2001	14872.379
Lithuania	LTU	2002	16004.438
Lithuania	LTU	2004	19226.469
Lithuania	LTU	2005	21053.186
Lithuania	LTU	2006	22977.996
Lithuania	LTU	2007	25835.367
Lithuania	LTU	2008	26784.88
Lithuania	LTU	2009	23065.062
Lithuania	LTU	2010	23942.76
Lithuania	LTU	2012	27330.896
Lithuania	LTU	2013	28589.027
Lithuania	LTU	1990	
Lithuania	LTU	1991	
Lithuania	LTU	1992	
Lithuania	LTU	1993	
Lithuania	LTU	1994	
Luxembourg	LUX	1994	80365.23
Luxembourg	LUX	1995	80379.125
Luxembourg	LUX	1996	80401.03
Luxembourg	LUX	1997	83702.81
Luxembourg	LUX	1998	88185.8
Luxembourg	LUX	1999	94115.38
Luxembourg	LUX	2000	99301.52
Luxembourg	LUX	2001	101143.15
Luxembourg	LUX	2002	103317.33
Luxembourg	LUX	2003	104743
Luxembourg	LUX	2004	107634.836
Luxembourg	LUX	2005	108632.36
Luxembourg	LUX	2006	113346.04
Luxembourg	LUX	2007	120647.82
Luxembourg	LUX	2008	118154.664
Luxembourg	LUX	2009	112230.08
Luxembourg	LUX	2010	114343.984
Luxembourg	LUX	2012	112137.13
Luxembourg	LUX	2013	113050.664
Macao	MAC	1991	47966.59
Macao	MAC	1992	52889.17
Macao	MAC	1993	54413
Macao	MAC	1994	55550.133
Macao	MAC	1995	56243.996
Macao	MAC	1996	54947.58
Macao	MAC	1997	53808.523
Macao	MAC	1998	50481.477
Macao	MAC	1999	48509.754
Macao	MAC	2000	50539.918
Macao	MAC	2001	51144.125
Macao	MAC	2002	54395.484
Macao	MAC	2003	59037.938
Macao	MAC	2004	72717.08
Macao	MAC	2005	76483.91
Macao	MAC	2006	84436.75
Macao	MAC	2007	94134.14
Macao	MAC	2008	94804.92
Macao	MAC	2009	93540.67
Macao	MAC	2010	114042.49
Macao	MAC	2011	135365.39
Macao	MAC	2012	144891.34
Macao	MAC	2013	157602.48
Macao	MAC	2014	151616.4
Macao	MAC	2015	116855.53
Macao	MAC	2016	113941.67
Macao	MAC	2017	122977.51
Macao	MAC	2018	128437.32
Macao	MAC	2019	122822.125
Macao	MAC	2020	55158.71
Macao	MAC	2021	64796.996
Malawi	MWI	2000	1119.1017
Malawi	MWI	2001	1038.5094
Malawi	MWI	2002	1030.5605
Malawi	MWI	2003	1062.0123
Malawi	MWI	2004	1090.4081
Malawi	MWI	2005	1095.6558
Malawi	MWI	2006	1115.4382
Malawi	MWI	2007	1188.3547
Malawi	MWI	2008	1242.8602
Malawi	MWI	2009	1307.8082
Malawi	MWI	2010	1357.8717
Malawi	MWI	2012	1370.3029
Malaysia	MYS	1990	10607.77
Malaysia	MYS	1991	11297.592
Malaysia	MYS	1992	11963.268
Malaysia	MYS	1993	12785.834
Malaysia	MYS	1994	13579.714
Malaysia	MYS	1995	14508.46
Malaysia	MYS	1996	15533.755
Malaysia	MYS	1997	16231.799
Malaysia	MYS	1998	14650.202
Malaysia	MYS	1999	15161.407
Malaysia	MYS	2000	16089.861
Malaysia	MYS	2001	15762.777
Malaysia	MYS	2002	16199.733
Malaysia	MYS	2003	16723.926
Malaysia	MYS	2004	17439.764
Malaysia	MYS	2005	17951.393
Malaysia	MYS	2006	18535.055
Malaysia	MYS	2007	19278.424
Malaysia	MYS	2008	19792.268
Malaysia	MYS	2009	19110.752
Malaysia	MYS	2010	20171.88
Malaysia	MYS	2012	21690.457
Malaysia	MYS	2013	22350.908
Maldives	MDV	1995	10430.789
Maldives	MDV	1997	11704.314
Maldives	MDV	2001	12477.225
Maldives	MDV	2002	13156.992
Maldives	MDV	2007	16834.744
Maldives	MDV	2008	17788.326
Maldives	MDV	2009	15927.796
Maldives	MDV	2010	16492.531
Maldives	MDV	2011	17290.209
Maldives	MDV	2012	17126.34
Maldives	MDV	2013	17768.61
Maldives	MDV	2015	18051.07
Maldives	MDV	2016	18406.268
Maldives	MDV	2017	18973.568
Maldives	MDV	1990	
Malta	MLT	1990	16130.712
Malta	MLT	1991	16684.16
Malta	MLT	1992	17287.535
Malta	MLT	1993	17882.646
Malta	MLT	1994	18717.336
Malta	MLT	1998	22234.355
Malta	MLT	1999	23146.18
Malta	MLT	2000	27523.588
Malta	MLT	2001	26996.705
Malta	MLT	2002	27483.525
Malta	MLT	2004	28265.037
Malta	MLT	2005	29035.654
Malta	MLT	2006	29656.346
Malta	MLT	2007	30964.36
Malta	MLT	2008	31940.43
Malta	MLT	2009	31341.334
Malta	MLT	2010	32916.684
Malta	MLT	2012	33979.656
Malta	MLT	2013	35339.695
Marshall Islands	MHL	1991	3356.0693
Marshall Islands	MHL	1992	3523.68
Marshall Islands	MHL	1994	3810.0562
Martinique	MTQ	2004	
Martinique	MTQ	2005	
Martinique	MTQ	2006	
Martinique	MTQ	2007	
Martinique	MTQ	2008	
Martinique	MTQ	2009	
Mauritius	MUS	1990	8233.912
Mauritius	MUS	1991	8506.798
Mauritius	MUS	1992	8942.383
Mauritius	MUS	1993	9286.096
Mauritius	MUS	1994	9535.736
Mauritius	MUS	1995	9859.453
Mauritius	MUS	1996	10304.453
Mauritius	MUS	1997	10755.006
Mauritius	MUS	1998	11288.726
Mauritius	MUS	1999	11437.144
Mauritius	MUS	2000	12254.295
Mauritius	MUS	2009	16625.14
Mauritius	MUS	2010	17311.625
Mauritius	MUS	2012	18566.03
Mauritius	MUS	2013	19147.676
Mayotte	MYT	2007	
Mayotte	MYT	2008	
Mayotte	MYT	2009	
Mexico	MEX	1990	15355.628
Mexico	MEX	1991	15689.659
Mexico	MEX	1992	15931.482
Mexico	MEX	1993	15930.484
Mexico	MEX	1994	16402.258
Mexico	MEX	1995	15087.59
Mexico	MEX	1996	15825.094
Mexico	MEX	1997	16618.914
Mexico	MEX	1998	17184.943
Mexico	MEX	1999	17370.812
Mexico	MEX	2000	17942.781
Mexico	MEX	2001	17596.787
Mexico	MEX	2002	17324.354
Mexico	MEX	2003	17315.455
Mexico	MEX	2004	17731.803
Mexico	MEX	2005	17883.535
Mexico	MEX	2006	18434.887
Mexico	MEX	2007	18610.73
Mexico	MEX	2008	18586.47
Mexico	MEX	2009	17387.662
Mexico	MEX	2010	18036.717
Mexico	MEX	2012	18838.783
Mexico	MEX	2013	18844.031
Micronesia (country)	FSM	2019	3540.7825
Moldova	MDA	1995	5694.436
Moldova	MDA	1996	5370.5127
Moldova	MDA	1997	5479.195
Moldova	MDA	1998	5122.8047
Moldova	MDA	1999	4958.034
Moldova	MDA	2000	5072.8413
Moldova	MDA	2001	5394.3345
Moldova	MDA	2002	5828.5747
Moldova	MDA	2003	6230.782
Moldova	MDA	2004	6708.4395
Moldova	MDA	2005	7229.1406
Moldova	MDA	2006	7597.2246
Moldova	MDA	2007	7843.2944
Moldova	MDA	2008	8471.181
Moldova	MDA	2009	7972.9707
Moldova	MDA	2010	8547.581
Moldova	MDA	2012	8997.934
Moldova	MDA	2013	9814.323
Moldova	MDA	1990	
Moldova	MDA	1991	
Moldova	MDA	1992	
Moldova	MDA	1993	
Moldova	MDA	1994	
Monaco	MCO	2001	
Monaco	MCO	2007	
Monaco	MCO	2008	
Mongolia	MNG	2003	4972.258
Mongolia	MNG	2004	5453.993
Mongolia	MNG	2005	5800.909
Mongolia	MNG	2006	6243.609
Mongolia	MNG	2007	6818.9937
Mongolia	MNG	2008	7346.279
Mongolia	MNG	2009	7163.802
Mongolia	MNG	2010	7518.831
Mongolia	MNG	2012	9586.715
Mongolia	MNG	2013	10504.814
Montenegro	MNE	2002	12694.567
Montenegro	MNE	2007	16251.253
Montenegro	MNE	2008	17394.143
Montenegro	MNE	2009	16351.02
Montenegro	MNE	2010	16767.357
Montenegro	MNE	2012	16805.408
Montenegro	MNE	2013	17384.854
Montserrat	MSR	1990	
Montserrat	MSR	1991	
Montserrat	MSR	1992	
Montserrat	MSR	1993	
Montserrat	MSR	1994	
Montserrat	MSR	1995	
Montserrat	MSR	1996	
Montserrat	MSR	1997	
Montserrat	MSR	1998	
Montserrat	MSR	1999	
Montserrat	MSR	2000	
Montserrat	MSR	2001	
Montserrat	MSR	2002	
Montserrat	MSR	2003	
Montserrat	MSR	2004	
Montserrat	MSR	2005	
Montserrat	MSR	2006	
Montserrat	MSR	2008	
Montserrat	MSR	2012	
Montserrat	MSR	2017	
Montserrat	MSR	2018	
Morocco	MAR	1990	3595.3337
Morocco	MAR	1991	3789.995
Morocco	MAR	1992	3649.8718
Morocco	MAR	1993	3565.5137
Morocco	MAR	1994	3883.2766
Morocco	MAR	1997	3882.9592
Morocco	MAR	1998	4103.551
Morocco	MAR	1999	4089.8835
Morocco	MAR	2000	4111.6504
Morocco	MAR	2001	4353.847
Morocco	MAR	2002	4431.3037
Morocco	MAR	2003	4636.992
Morocco	MAR	2004	4797.6753
Morocco	MAR	2005	4889.11
Morocco	MAR	2006	5189.355
Morocco	MAR	2007	5302.171
Morocco	MAR	2008	5543.0884
Morocco	MAR	2009	5703.029
Morocco	MAR	2010	5841.8784
Morocco	MAR	2012	6160.9985
Morocco	MAR	2013	6352.433
Mozambique	MOZ	2001	687.1935
Mozambique	MOZ	2002	731.9895
Mozambique	MOZ	2003	762.2862
Mozambique	MOZ	2004	801.4271
Mozambique	MOZ	2005	832.83887
Mozambique	MOZ	2006	890.45294
Mozambique	MOZ	2007	934.7363
Mozambique	MOZ	2008	977.19086
Mozambique	MOZ	2009	1011.5613
Mozambique	MOZ	2010	1047.5914
Myanmar	MMR	1990	581.6133
Myanmar	MMR	1995	708.5049
Myanmar	MMR	2000	973.3955
Myanmar	MMR	2001	1083.4194
Myanmar	MMR	2002	1198.0947
Myanmar	MMR	2003	1340.8727
Myanmar	MMR	2004	1511.1715
Myanmar	MMR	2005	1702.3097
Myanmar	MMR	2006	1914.2416
Myanmar	MMR	2007	2137.645
Myanmar	MMR	2008	2360.5432
Myanmar	MMR	2009	2591.0464
Myanmar	MMR	2010	2830.284
Myanmar	MMR	2012	3187.115
Myanmar	MMR	2013	3409.649
Namibia	NAM	1995	6401.023
Namibia	NAM	1996	6426.38
Namibia	NAM	1997	6526.798
Namibia	NAM	1998	6575.763
Namibia	NAM	1999	6635.539
Namibia	NAM	2000	6713.0024
Namibia	NAM	2001	6655.7505
Namibia	NAM	2002	6855.839
Namibia	NAM	2004	7812.8613
Namibia	NAM	2008	8826.273
Namibia	NAM	2009	8726.682
Namibia	NAM	2010	9115.507
Namibia	NAM	2012	9747.819
Nepal	NPL	1990	1554.602
Nepal	NPL	1997	1868.7838
Nepal	NPL	1998	1888.2875
Nepal	NPL	1999	1935.6918
Nepal	NPL	2000	2020.8555
Nepal	NPL	2001	2084.2
Nepal	NPL	2002	2055.7227
Nepal	NPL	2003	2107.6409
Nepal	NPL	2004	2179.093
Nepal	NPL	2005	2230.789
Nepal	NPL	2006	2285.5122
Nepal	NPL	2007	2346.2593
Nepal	NPL	2008	2473.9417
Nepal	NPL	2009	2572.175
Nepal	NPL	2010	2682.6987
Nepal	NPL	2012	2886.0974
Nepal	NPL	2013	2982.287
Netherlands	NLD	1990	36461.418
Netherlands	NLD	1991	37057.582
Netherlands	NLD	1992	37405.93
Netherlands	NLD	1993	37613.254
Netherlands	NLD	1994	38494.22
Netherlands	NLD	1995	39498.137
Netherlands	NLD	1996	40691.89
Netherlands	NLD	1997	42235.49
Netherlands	NLD	1998	43933.566
Netherlands	NLD	1999	45839.133
Netherlands	NLD	2000	47422.203
Netherlands	NLD	2001	48160.785
Netherlands	NLD	2002	47958.332
Netherlands	NLD	2003	47806.883
Netherlands	NLD	2004	48586.703
Netherlands	NLD	2005	49467.434
Netherlands	NLD	2006	51097.363
Netherlands	NLD	2007	52909.97
Netherlands	NLD	2008	53848.254
Netherlands	NLD	2009	51607.605
Netherlands	NLD	2010	52032.99
Netherlands	NLD	2012	51860.055
Netherlands	NLD	2013	51640.08
New Caledonia	NCL	2006	
New Caledonia	NCL	2007	
New Caledonia	NCL	2008	
New Caledonia	NCL	2009	
New Zealand	NZL	1990	28031.998
New Zealand	NZL	1991	26415.002
New Zealand	NZL	1992	26427.354
New Zealand	NZL	1993	27797.71
New Zealand	NZL	1994	28834.729
New Zealand	NZL	1995	29757.475
New Zealand	NZL	1996	30349.207
New Zealand	NZL	1997	30567.518
New Zealand	NZL	1998	30539.102
New Zealand	NZL	1999	32035.045
New Zealand	NZL	2000	32772.582
New Zealand	NZL	2001	33708.703
New Zealand	NZL	2002	34676.797
New Zealand	NZL	2003	35546.098
New Zealand	NZL	2004	36432.492
New Zealand	NZL	2005	37219.805
New Zealand	NZL	2006	37828.188
New Zealand	NZL	2007	38611.98
New Zealand	NZL	2008	37860.113
New Zealand	NZL	2009	37432.832
New Zealand	NZL	2010	37583.113
New Zealand	NZL	2012	38780.605
New Zealand	NZL	2013	39521.074
Nicaragua	NIC	1990	3409.776
Nicaragua	NIC	1991	3325.0916
Nicaragua	NIC	1992	3262.6296
Nicaragua	NIC	1993	3178.364
Nicaragua	NIC	1994	3214.453
Nicaragua	NIC	1995	3334.7903
Nicaragua	NIC	1996	3479.695
Nicaragua	NIC	1997	3555.97
Nicaragua	NIC	1998	3629.6926
Nicaragua	NIC	1999	3827.1252
Nicaragua	NIC	2000	3927.062
Nicaragua	NIC	2001	3989.1873
Nicaragua	NIC	2002	3968.637
Nicaragua	NIC	2003	4019.7146
Nicaragua	NIC	2004	4183.608
Nicaragua	NIC	2005	4308.015
Nicaragua	NIC	2006	4425.972
Nicaragua	NIC	2007	4586.271
Nicaragua	NIC	2008	4676.906
Nicaragua	NIC	2009	4457.9336
Nicaragua	NIC	2010	4586.874
Nicaragua	NIC	2012	5042.803
Nicaragua	NIC	2013	5214.529
Niger	NER	2012	1075.146
North Macedonia	MKD	1998	9462.709
North Macedonia	MKD	1999	9826.216
North Macedonia	MKD	2000	10226.541
North Macedonia	MKD	2001	9871.304
North Macedonia	MKD	2002	10091.774
North Macedonia	MKD	2003	10282.4
North Macedonia	MKD	2004	10732.449
North Macedonia	MKD	2006	11772.328
North Macedonia	MKD	2007	12513.978
North Macedonia	MKD	2008	13177.212
North Macedonia	MKD	2009	13105.799
North Macedonia	MKD	2010	13517.428
North Macedonia	MKD	2012	13730.258
North Macedonia	MKD	2013	14111.445
Norway	NOR	1990	42136.6
Norway	NOR	1991	43229.918
Norway	NOR	1992	44517.438
Norway	NOR	1993	45512.39
Norway	NOR	1994	47541.766
Norway	NOR	1995	49260.97
Norway	NOR	1996	51476.2
Norway	NOR	1997	53903.438
Norway	NOR	1998	54989.703
Norway	NOR	1999	55713.758
Norway	NOR	2000	57127.383
Norway	NOR	2001	58018.312
Norway	NOR	2002	58540.844
Norway	NOR	2004	60699.566
Norway	NOR	2005	61870.363
Norway	NOR	2006	62846.938
Norway	NOR	2007	64062.438
Norway	NOR	2008	63570.34
Norway	NOR	2009	61689.56
Norway	NOR	2010	61353.477
Norway	NOR	2012	61990.69
Norway	NOR	2013	61878.977
Oman	OMN	2002	37683.418
Oman	OMN	2003	36256.348
Oman	OMN	2004	36170.676
Oman	OMN	2005	36388.445
Oman	OMN	2006	37662.516
Oman	OMN	2007	38659.35
Oman	OMN	2008	41114.24
Oman	OMN	2009	42875.113
Oman	OMN	2010	40819.938
Oman	OMN	2011	37745.453
Oman	OMN	2012	37270.586
Oman	OMN	2013	36330.48
Oman	OMN	2015	35188.023
Oman	OMN	2016	35229.953
Oman	OMN	2017	34218.387
Oman	OMN	2018	34212.105
Oman	OMN	2019	33814.113
Oman	OMN	2020	33098.21
Oman	OMN	2021	34294.766
Pakistan	PAK	1990	3061.5334
Pakistan	PAK	1996	3384.61
Pakistan	PAK	1997	3319.8694
Pakistan	PAK	1998	3307.51
Pakistan	PAK	1999	3331.9531
Pakistan	PAK	2000	3368.682
Pakistan	PAK	2001	3382.2048
Pakistan	PAK	2002	3381.1409
Pakistan	PAK	2003	3499.0186
Pakistan	PAK	2004	3679.9072
Pakistan	PAK	2005	3836.0903
Pakistan	PAK	2006	3978.0193
Pakistan	PAK	2007	4081.9119
Pakistan	PAK	2008	4061.8865
Pakistan	PAK	2009	4084.8254
Pakistan	PAK	2010	4058.0085
Pakistan	PAK	2012	4150.3257
Pakistan	PAK	2013	4266.7114
Palau	PLW	2015	18402.53
Palau	PLW	2016	18364.48
Palau	PLW	2017	17594.69
Palau	PLW	2018	17587.088
Palestine	PSE	1995	4047.1284
Palestine	PSE	1996	3916.9258
Palestine	PSE	1997	4294.746
Palestine	PSE	1998	4786.4805
Palestine	PSE	1999	5052.064
Palestine	PSE	2000	4503.249
Palestine	PSE	2001	3980.9333
Palestine	PSE	2002	3395.855
Palestine	PSE	2004	4485.5254
Palestine	PSE	2005	4866.0283
Palestine	PSE	2008	4965.373
Palestine	PSE	2009	5250.116
Palestine	PSE	2010	5411.0664
Palestine	PSE	2012	5985.683
Palestine	PSE	2013	6118.2573
Panama	PAN	1990	10817.845
Panama	PAN	1991	11590.415
Panama	PAN	1992	12284.064
Panama	PAN	1993	12690.362
Panama	PAN	1994	12787.786
Panama	PAN	1995	12749.824
Panama	PAN	1996	13004.067
Panama	PAN	1997	13568.225
Panama	PAN	1998	14275.667
Panama	PAN	1999	14542.812
Panama	PAN	2000	14646.033
Panama	PAN	2001	14444.814
Panama	PAN	2002	14483.085
Panama	PAN	2003	14804.625
Panama	PAN	2004	15615.4
Panama	PAN	2005	16421.607
Panama	PAN	2006	17510.35
Panama	PAN	2007	19248.56
Panama	PAN	2008	20760.492
Panama	PAN	2009	20640.215
Panama	PAN	2010	21455.684
Panama	PAN	2012	25302.08
Panama	PAN	2013	26576.863
Papua New Guinea	PNG	1998	3289.6067
Papua New Guinea	PNG	1999	3235.6978
Papua New Guinea	PNG	2000	3047.9167
Papua New Guinea	PNG	2001	2942.6167
Papua New Guinea	PNG	2002	2841.1626
Papua New Guinea	PNG	2003	2808.1086
Papua New Guinea	PNG	2005	2875.0337
Papua New Guinea	PNG	2006	2935.9712
Papua New Guinea	PNG	2007	3068.074
Papua New Guinea	PNG	2008	2966.0168
Papua New Guinea	PNG	2009	3072.6287
Papua New Guinea	PNG	2010	3283.715
Paraguay	PRY	2000	8862.144
Paraguay	PRY	2001	8640.303
Paraguay	PRY	2002	8515.946
Paraguay	PRY	2003	8773.139
Paraguay	PRY	2004	9022.798
Paraguay	PRY	2005	9113.412
Paraguay	PRY	2006	9451.761
Paraguay	PRY	2007	9865.326
Paraguay	PRY	2008	10403.841
Paraguay	PRY	2009	10272.177
Paraguay	PRY	2010	11281.256
Paraguay	PRY	2012	11376.407
Paraguay	PRY	2013	12150.972
Peru	PER	2012	11084.874
Peru	PER	2013	11620.645
Philippines	PHL	1990	4232.4775
Philippines	PHL	1991	4115.017
Philippines	PHL	1992	4035.9282
Philippines	PHL	1993	4027.8953
Philippines	PHL	1994	4106.6846
Philippines	PHL	1998	4322.577
Philippines	PHL	1999	4364.2837
Philippines	PHL	2000	4455.6724
Philippines	PHL	2001	4495.361
Philippines	PHL	2002	4567.2344
Philippines	PHL	2007	5465.152
Philippines	PHL	2008	5596.913
Philippines	PHL	2009	5574.4526
Philippines	PHL	2010	5876.478
Philippines	PHL	2012	6298.16
Poland	POL	1990	11259.4375
Poland	POL	1991	10432.455
Poland	POL	1992	10662.08
Poland	POL	1993	11032.554
Poland	POL	1994	11591.999
Poland	POL	1995	12398.524
Poland	POL	1996	13146.756
Poland	POL	1997	13985.434
Poland	POL	1998	14629.198
Poland	POL	1999	15311.443
Poland	POL	2000	16177.867
Poland	POL	2001	16385.998
Poland	POL	2002	16727.34
Poland	POL	2008	22334.781
Poland	POL	2009	22951.785
Poland	POL	2010	23692.91
Poland	POL	2012	25258.594
Poland	POL	2013	25490.328
Portugal	PRT	1990	23556.855
Portugal	PRT	1991	24642.6
Portugal	PRT	1992	24930.451
Portugal	PRT	1993	24391.2
Portugal	PRT	1994	24560.357
Portugal	PRT	1995	25523.705
Portugal	PRT	1996	26318.975
Portugal	PRT	1997	27354.836
Portugal	PRT	1998	28525.518
Portugal	PRT	1999	29472.709
Portugal	PRT	2000	30383.139
Portugal	PRT	2001	30756.02
Portugal	PRT	2002	30823.85
Portugal	PRT	2005	31076.645
Portugal	PRT	2010	31798.154
Portugal	PRT	2012	30156.701
Portugal	PRT	2013	30042.89
Puerto Rico	PRI	1990	21595.984
Puerto Rico	PRI	1991	21937.898
Puerto Rico	PRI	1992	22791.57
Puerto Rico	PRI	1993	23650.115
Puerto Rico	PRI	1994	24412.281
Puerto Rico	PRI	1995	25288.113
Puerto Rico	PRI	1996	25584.566
Puerto Rico	PRI	1997	26584.906
Puerto Rico	PRI	1998	27894.45
Puerto Rico	PRI	1999	29251.045
Puerto Rico	PRI	2000	30124.701
Puerto Rico	PRI	2001	31958.105
Puerto Rico	PRI	2002	32209.432
Puerto Rico	PRI	2003	32206.473
Puerto Rico	PRI	2004	35016.945
Puerto Rico	PRI	2005	34370.723
Puerto Rico	PRI	2006	34030.098
Puerto Rico	PRI	2007	33831.94
Puerto Rico	PRI	2008	33403.434
Puerto Rico	PRI	2009	32930.37
Puerto Rico	PRI	2010	32960.7
Puerto Rico	PRI	2012	33638.875
Puerto Rico	PRI	2013	33922.168
Puerto Rico	PRI	2014	34070.26
Puerto Rico	PRI	2016	34539.594
Puerto Rico	PRI	2017	34363.754
Puerto Rico	PRI	2018	34223.1
Puerto Rico	PRI	2019	34792.656
Puerto Rico	PRI	2020	32387.16
Qatar	QAT	2000	79400.43
Qatar	QAT	2001	78498.13
Qatar	QAT	2004	90782.72
Qatar	QAT	2005	89448.05
Qatar	QAT	2006	94361.625
Qatar	QAT	2007	91736.75
Qatar	QAT	2008	92067.81
Qatar	QAT	2009	92450.25
Qatar	QAT	2010	103902.516
Qatar	QAT	2012	110931.51
Qatar	QAT	2013	109625.63
Qatar	QAT	2019	90840.43
Qatar	QAT	2020	89019.07
Qatar	QAT	2021	92862.35
Qatar	QAT	1990	
Qatar	QAT	1991	
Qatar	QAT	1992	
Qatar	QAT	1993	
Qatar	QAT	1994	
Qatar	QAT	1998	
Qatar	QAT	1999	
Reunion	REU	2004	
Reunion	REU	2005	
Reunion	REU	2006	
Reunion	REU	2007	
Reunion	REU	2008	
Reunion	REU	2009	
Romania	ROU	1990	13378.491
Romania	ROU	1991	11751.875
Romania	ROU	1992	10818.865
Romania	ROU	1993	10999.229
Romania	ROU	1994	11448.344
Romania	ROU	1995	12186.608
Romania	ROU	1996	12699.362
Romania	ROU	1997	12118.4
Romania	ROU	1998	11897.019
Romania	ROU	1999	11870.827
Romania	ROU	2000	12178.754
Romania	ROU	2001	12994.325
Romania	ROU	2002	13989.154
Romania	ROU	2003	14420.295
Romania	ROU	2004	16015.051
Romania	ROU	2005	16866.492
Romania	ROU	2006	18328.932
Romania	ROU	2007	19947.31
Romania	ROU	2008	22170.281
Romania	ROU	2009	21122.297
Romania	ROU	2010	20419.188
Romania	ROU	2012	21957.15
Romania	ROU	2013	22098.33
Russia	RUS	1990	21482.748
Russia	RUS	1991	20340.133
Russia	RUS	1992	17367.64
Russia	RUS	1993	15870.605
Russia	RUS	1994	13880.465
Russia	RUS	1995	13308.205
Russia	RUS	1996	12827.116
Russia	RUS	1997	13028.208
Russia	RUS	1998	12358.152
Russia	RUS	1999	13189.794
Russia	RUS	2000	14569.937
Russia	RUS	2001	15378.09
Russia	RUS	2002	16175.098
Russia	RUS	2003	17434.809
Russia	RUS	2004	18765.52
Russia	RUS	2005	20042.814
Russia	RUS	2006	21757.465
Russia	RUS	2007	23647.266
Russia	RUS	2008	24887.854
Russia	RUS	2009	22939.693
Russia	RUS	2010	23961.22
Russia	RUS	2012	25933.293
Russia	RUS	2013	26332.396
Rwanda	RWA	2006	1196.2478
Rwanda	RWA	2007	1253.341
Rwanda	RWA	2008	1356.3651
Rwanda	RWA	2010	1467.7363
Rwanda	RWA	2012	1637.1008
Rwanda	RWA	2013	1674.0609
